Name_of_taxa,Family,Plant_group,"Plant_sub-group",Habit,"IUCN_Status",Lifespan
Oxytropis_lapponica_(Wahlenb.)_J.Gay,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Oxytropis_microphylla_(Pall.)_DC.,Fabaceae,Angiosperm,Dicot,Herb,NE,Annual
Oxytropis_mollis_Royle_ex_Benth._(=Oxytropis_thomsonii_Bunge),Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Oxytropis_pauciflora_Bunge,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Oxytropis_platysema_Schrenk,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Oxytropis_proboscidea_Bunge_(=Oxytropis_nivalis_Franchet),Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Oxytropis_pusilla_Bunge,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
"Oxytropis_shivae_Aswal,_Goel_&_Mehrotra",Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Oxytropis_tatarica_Hook.f._&_Thomson_ex_Bunge,Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Panicum_miliaceum_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Papaver_bracteatum_Lindl.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Papaver_dubium_L.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Annual
Papaver_nudicaule_L.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
Papaver_rhoeas_L.,Papaveraceae,Angiosperm,Dicot,Herb,LC,Annual
Papaver_somniferum_L.,Papaveraceae,Angiosperm,Dicot,Herb,NE,Perennial
"Paracolpodium_altaicum_(Trin.)_Tzvelev_(=Colpodium_baltistanicum_DickorÃ©,_Colpodium_leucolepis_Nevski)",Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Paraquilegia_anemonoides_(Willd.)_O.E.Ulbr._(=Paraquilegia_grandiflora_(Fisch.)_Drum._&_Hutch,_Isopyrum_grandiflorum_Fisch._ex_DC.)",Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Parietaria_debilis_G.Forst.,Urticaceae,Angiosperm,Dicot,Herb,NE,Annual
Parietaria_judaica_L.,Urticaceae,Angiosperm,Dicot,Herb,NE,Perennial
Parietaria_lusitanica_L.,Urticaceae,Angiosperm,Dicot,Herb,NE,Annual
Parietaria_serbica_PanÄiÄ‡,Urticaceae,Angiosperm,Dicot,Herb,NE,Annual
Parnassia_cabulica_Planch._Ex_Clarke,Parnassiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Parnassia_laxmannii_Pall._ex_Schult.,Celastraceae,Angiosperm,Dicot,Herb,NE,Perennial
Parnassia_nubicola_Wall._ex_Royle,Celastraceae,Angiosperm,Dicot,Herb,NE,Perennial
Parnassia_palustris_L.,Celastraceae,Angiosperm,Dicot,Herb,NE,Annual
Parnassia_palustris_L._var._palustris_(=Parnassia_ovata_Ledbe.),Celastraceae,Angiosperm,Dicot,Herb,NE,Perennial
Parnassia_pusilla_Wall._ex_Arn.,Celastraceae,Angiosperm,Dicot,Herb,NE,Perennial
Parrya_minjanensis_Rech.f.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Parrya_nudicaulis_(L.)_Boiss.,Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_albida_Pennell_(=Pedicularis_cheilanthifolia_Schrenk_var._albida_(Pennel)_Tsoong),Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_bicornuta_Klotzsch,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_bipinnatifida_(Pennell)_R.R.Mill_(=Pedicularis_pectinata_Wall._ex_Benn._subsp._bipinnatifida_Penne),Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_brevifolia_D._Don,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_cheilanthifolia_Schrenk,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_dolichorrhiza_Schrenk,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_fissa_Turcz.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_gracilis_Wall._ex_Benth.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Annual
Pedicularis_gracilis_subsp._macrocarpa_(Prain)_P.C.Tsoong,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_kashmiriana_Pennell,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_longiflora_Rudolph,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_longiflora_Rudolph_subsp._tubiformis_(Klotzsch)_Pennell,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_mollis_Wall._ex_Benth.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_oederi_vahl,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_pectinata_Wall._ex_Benn.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_punctata_Decne.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_purpurea_Pennell_(=Pedicularis_cheilanthifolia_Schrenk_var._purpurea_(Pennell)_Arti_Garg),Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_pycnantha_Boiss.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_pyramidata_Royle_ex_Benth.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_rhinanthoides_Schrenk_ex_Fisch._&_C.A.Mey._subsp._labellata_(Jacquem.)_Pennell,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_rhinanthoides_Schrenk_ex_Fisch._&_C.A.Mey.,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_semenowi_Regel_(=Pedicularis_pycnantha_var._semenowii_(Regel)_Prain),Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_siphonantha_D._Don,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pedicularis_svenhedinii_Paulsen,Orobanchaceae,Angiosperm,Dicot,Herb,NE,Perennial
Peganum_harmala_L.,Nitrariaceae,Angiosperm,Dicot,Herb,NE,Annual
"Pentanema_caspicum_(F.K.Blum_ex_Ledeb.)_G.v.Boiko,_Korniy._&_Mosyakin_(=Inula_falconeri_Hook.f.)",Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Persicaria_amphibia_(L.)_Delarbre,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Persicaria_glabra_(Willd.)_M.GÃ³mez_(=Polygonum_glabrum_Willd.),Polygonaceae,Angiosperm,Dicot,Herb,LC,Annual
Persicaria_glacialis_(Meisn.)_H._Hara,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Persicaria_hydropiper_(L.)_Delarbre_(=Polygonum_hydropiper_L.),Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Persicaria_lapathifolia_(L.)_Delarbre_(=Polygonum_lapathifolium_L.),Polygonaceae,Angiosperm,Dicot,Herb,LC,Annual
Persicaria_maculosa_Gray_(=Polygonum_persicaria_L.),Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Persicaria_minor_Opiz_(=Polygonum_minus_Hud.ex_Meissn.),Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Persicaria_mitis_(Schrank)_Assenov_(=Polygonum_hydropiper_(L.)_Delarbre_var._eglandulosa_Hook.f.),Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Persicaria_nepalensis_(Meisn.)_Miyabe_(=Polygonum_nepalense_Meissn.),Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Persicaria_orientalis_(L.)_Spach,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Petroselinum_crispum_(Mill.)_Fuss,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Petunia_Ã—_atkinsiana_(Sweet)_D.Don_ex_W.H.Baxter,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Phalaris_arundinacea_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Phalaris_canariensis_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Phaseolus_coccineus_L.,Fabaceae,Angiosperm,Dicot,Herb,NE,Annual
Phaseolus_vulgaris_L.,Fabaceae,Angiosperm,Dicot,Herb,NE,Annual
Phleum_alpinum_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Annual
Phragmites_australis_(Cav.)_Trin._ex_Steud._subsp._australis_(=Phragmites_australis_(Cav.)_Trin._ex_Steud._var._stenophylla_(Boiss.)_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Phragmites_australis_(Cav.)_Trin._ex_Steud.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Phragmites_karka_(Retz.)_Trin._ex_Steud.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Phyllolobium_heydei_(Baker)_M.L.Zhang_&_Podlech_(=Astragalus_heydei_Baker),Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Phyllolobium_tribulifolium_(Benth._ex_Bunge)_M.L.Zhang_&_Podlech_(=Astragalus_tribulifolius_Bunge),Fabaceae,Angiosperm,Dicot,Herb,NE,Perennial
Physochlaina_praealta_(Decne.)_Miers,Solanaceae,Angiosperm,Dicot,Herb,NE,Annual
Picris_hieracioides_L._subsp._kaimaensis_(Kitam.)_Kitam.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Picris_nuristanica_Bornm.,Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Picrorhiza_kurrooa_Royle_ex_Benth.,Plantiginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pilea_peploides_(Gaudich.)_Hook._&_Arn.,Urticaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pinus_wallichiana_A._B._Jackson,Pinaceae,Gymnosperm,Conifer,Tree,LC,Perennial
"Piptatherum_aequiglume_(Duthie_ex_Hook.f.)_Roshev._(=Oryzopsis_fasciculata_Hack.,_Oryzopsis_aequiglumis_Duthie_ex_Hook.f.)",Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Piptatherum_gracile_Mez_(=Oryzopsis_brachyclada_Pilger,_Oryzopsis_gracilis_(Mez)_Pilg.)",Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Piptatherum_hilariae_Pazij_(=Oryzopsis_wendelboi_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Piptatherum_laterale_(Regel)_Roshev._(=Oryzopsis_lateralis_(Regel)_Stapf_ex_Hook.f.),Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Piptatherum_molinioides_Boiss._(=Oryzopsis_molinoides_(Boiss.)_Hack._Ex_Paulsen_vid._Medd._Nat._Foren._Kjob.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Piptatherum_munroi_Mez_(=Oryzopsis_munroi_Stapf_ex_Hook.f.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Plantago_depressa_Willd.,Plantaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Plantago_griffithii_Decne._(=Plantago_gentianoides_Decne._subsp._griffithii_(Decne.)_Rech.f.),Plantaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Plantago_himalaica_Pilg.,Plantaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Plantago_lanceolata_L.,Plantaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Plantago_major_L.,Plantaginaceae,Angiosperm,Dicot,Herb,LC,Perennial
Pleurospermum_pulszkyi_Kanitz_(=Hymenidium_pulszkyi_(Kanitz)_Pimenov_&_Kljuykov),Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Plumbagella_micrantha_(Ledeb.)_Spach,Plumbaginaceae,Angiosperm,Dicot,Herb,NE,Perennial
Poa_alberti_Regel_subsp._lahulensis_(Bor)_Olonova_&_G.H.Zhu_(=Poa_lahulensis_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_alberti_Regel_subsp._poophagorum_(Bor)_Olonova_&_G.H.Zhu_(=Poa_poiphagorum_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_alpina_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Poa_angustifolia_L._(=Poa_pratensis_L._subsp._angustifolia_(L.)_Gaud.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_annua_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Annual
Poa_araratica_Trautv_(=Poa_versicolor_Besserr_subsp._araratica_(Trautv.)_Tzvelev),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_attenuata_Trin.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_bactriana_Roshev._subsp._glabriflora_(Roshev.)_Tzvelev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_bucharica_Roshev.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_bulbosa_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_calliopsis_Litv._ex_Ovcz.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Poa_diaphora_Trin._var._songarica_(Schrenk)_Soreng,_Cabi_&_L.J.Gillespie_(=Eremopoa_altaica_(Trin.)_Roshev._subsp._songorica_(Schrenk)_Tzvelev)",Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Poa_falconeri_Hook.f.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Poa_glauca_vahl,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_infirma_Kunth,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_jaunsarensis_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_koelzii_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_nepalensis_Wall._ex_Duthie,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_pagophila_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_persica_Trin._(=Eremopoa_persica_(Trin.)_Roshev.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_pratensis_L.,Poaceae,Angiosperm,Monocot,Herb,LC,Perennial
Poa_sikkimensis_(Stapf)_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Poa_stapfiana_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_sterilis_M.Bieb.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_supina_Schrad.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Poa_trivialis_L.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
"Podophyllum_hexandrum_Royle_(=Podophyllum_emodi_Wall_ex_Royle,_Sinopodophyllum_hexandrum_(Royle)_T.S.Ying)",Berberidaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polemonium_caeruleum_L.,Polemoniaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polygonatum_verticillatum_(L.)_All.,Asparagaceae,Angiosperm,Monocot,Herb,NE,Perennial
Polygonum_arenastrum_Boreau,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Polygonum_aviculare_L.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Polygonum_biaristatum_Aitch._&_Hemsl.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polygonum_cognatum_Meisn.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polygonum_molliiforme_Boiss.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Polygonum_paronychioides_C.A.Mey.,Polygonaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Polygonum_plebeium_R._Br.,Polygonaceae,Angiosperm,Dicot,Herb,LC,Annual
Polygonum_polycnemoides_Jaub._&_Spach,Polygonaceae,Angiosperm,Dicot,Herb,NE,Annual
Polygonum_recumbens_Royle_ex_Bab.,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polygonum_rottboellioides_Jaub._&_Spach,Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polygonum_rottboellioides_Jaub._&_Spach_var._tibeticum_(Hook._f.)_R.R.Stewart_ex_Qaiser_(=Polygonum_rottboellioides_Jaub._&_Spach_var._tibetica_(Hook.f.)_R.R.Stewart),Polygonaceae,Angiosperm,Dicot,Herb,NE,Perennial
Polypogon_fugax_Nees_ex_Steud.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Polypogon_monspeliensis_(L.)_Desf.,Poaceae,Angiosperm,Monocot,Herb,NE,Annual
Polystichum_lonchitis_(L.)_Roth,Polypodiaceae,Pteridophyte,Dicot,Herb,NE,Perennial
Polystichum_prescottianum_(Wall._ex_Mett.)_T.Moore,Polypodiaceae,Pteridophyte,Dicot,Herb,NE,Perennial
Populus_alba_L.,Salicaceae,Angiosperm,Dicot,Tree,LC,Perennial
Populus_ciliata_Wall._ex_Royle,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Populus_deltoides_Marshall,Salicaceae,Angiosperm,Dicot,Tree,LC,Perennial
Populus_euphratica_Oliv.,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Populus_macrocarpa_(Schrenk)_Pavlov_&_Lipsch._(=Populus_pamirica_Kom.),Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Populus_nigra_L.,Salicaceae,Angiosperm,Dicot,Tree,NE,Perennial
Potamogeton_crispus_L.,Potamogetonaceae,Angiosperm,Monocot,Herb,NE,Annual
Potamogeton_natans_L.,Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Annual
Potamogeton_nodosus_Poir.,Potamogetonaceae,Angiosperm,Monocot,Herb,NE,Annual
Potamogeton_perfoliatus_L.,Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Annual
Potamogeton_pusillus_L.,Potamogetonaceae,Angiosperm,Monocot,Herb,LC,Annual
Potentilla_agrimonioides_M.Bieb.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_biflora_Willd._ex_Schltdl.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_cathaclines_Lehm._(=Potentilla_argyrophylla_Wall._ex_Lehm._var._leucochroa_Lindl._ex_Hook.f.),Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_desertorum_Bunge,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_doubjonneana_Cambess.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_eriocarpa_Wall._ex_Lehm.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_evestita_Th.Wolf,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_grisea_Juz.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_multifida_L._(=_Potentilla_plurijuga_Hand.-_Mazz.),Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_multifida_L._var._angustifolia_Lehm.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_nivea_L.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_ornithopoda_Tausch._(=Potentilla_multifida_L.var._ornithopoda_(Tausch)_Th.Wolf),Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_pamirica_Th.Wolf,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_pamiroalaica_Juz.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_purpurea_(Royle)_Hook._f._(=Sibbaldia_purpurea_Royle),Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_sericea_Dulac_var._polyschista_(Boiss._&_Hohen.)_Lehm.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_sericea_L.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_supina_L.,Rosaceae,Angiosperm,Dicot,Herb,LC,Perennial
Potentilla_tetrandra_(Bunge)_Hook._f._(=Sibbaldia_tetrandra_Bunge),Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_turczaninowiana_Stschegl._(=Potentilla_gelida_C.A.Mey._var._turczaninowiana_(Stschegl.)_Th.Wolf,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Potentilla_virgata_Lehm.,Rosaceae,Angiosperm,Dicot,Herb,NE,Perennial
Prangos_pabularia_Lindl.,Apiaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_algida_Adams_(=Primula_farinosa_L.var._armena_C._Koch),Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_atrodentata_W.W.Sm.,Primulaceae,Angiosperm,Dicot,Herb,NE,Annual
Primula_denticulata_Sm.,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_elliptica_Royle,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_macrophylla_D.Don_var._macrophylla_(=Primula_meeboldii_Pax.),Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_macrophylla_D.Don_var._moorcroftiana_(Wall._ex_Klatt)_W.W.Sm._&_H.R.Fletcher_(Primula_moorcroftiana_Wall._Ex_Klatt),Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_minutissima_Jacquem._ex_Duby_(Primula_heydei_Watt),Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_munroi_Lindl._subsp._munroi_Lindl._(=-Primula_involucrata_Wall._ex_Duby),Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_nutans_Georgi_(Primula_sibirica_Wulfen),Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_obtusifolia_Royle,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_pamirica_Fed.,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_reptans_Hook.f._ex_Watt,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_rosea_Royle,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_schlagintweitiana_Pax,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Primula_tibetica_Watt,Primulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Prunella_vulgaris_L.,Lamiaceae,Angiosperm,Dicot,Herb,LC,Perennial
Prunus_armeniaca_L.,Rosaceae,Angiosperm,Dicot,Tree,NE,Perennial
Prunus_cerasus_L.,Rosaceae,Angiosperm,Dicot,Tree,NE,Perennial
Prunus_persica_(L.)_Batsch,Rosaceae,Angiosperm,Dicot,Tree,NE,Perennial
Prunus_tomentosa_Thunb.,Rosaceae,Angiosperm,Dicot,Shrub,NE,Perennial
Psephellus_dealbatus_(Willd.)_K.Koch_(=Centaurea_dealbata_Willd.),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Pseudognaphalium_affine_(D.Don)_Anderb.,Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Pseudognaphalium_hypoleucum_(DC.)_Hilliard_&_B.L.Burtt_(=Gnaphalium_hypoleucum_DC.),Asteraceae,Angiosperm,Dicot,Herb,NE,Annual
Pseudoroegneria_cognata_(Hack.)_Ã.LÃ¶ve_(=Agropyron_cognatum_Hack._var._shingoense_Bor),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Pseudosedum_lievenii_(Ledeb.)_A._Berger,Crassulaceae,Angiosperm,Dicot,Herb,NE,Perennial
Psychrogeton_andryaloides_(DC.)_Novopokr._ex_Krasch._(=Erigeron_andryaloides_Benth._ex_C.B.Clarke),Asteraceae,Angiosperm,Dicot,Herb,NE,Perennial
Ptilagrostis_concinna_(Hook.f.)_Roshev._(Stipa_concinna_Hook.f.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Ptilagrostis_mongholica_(Turcz._ex_Trin.)_Griseb._(=Stipa_mongholica_Turcz._ex_Trin.),Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Ptilotrichum_canescens_(DC.)_C.A.Mey._(=Alyssum_canescens_DC.),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Puccinellia_distans_(Jacq.)_Parl.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_hackeliana_(Krecz.)_Krecz._ex_Drobov,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_himalaica_Tzvelev,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_kashmiriana_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_ladakhensis_(H.Hartmann)_Dickore,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_minuta_Bor,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_pauciramea_(Hack.)_Krecz._ex_Ovcz._&_Czukav.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_stapfiana_Stewart,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_tenuiflora_(Griseb.)_Scribn._&_Merr.,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Puccinellia_thomsonii_(Stapf)_R.R.Stewart,Poaceae,Angiosperm,Monocot,Herb,NE,Perennial
Pulsatilla_wallichiana_(Royle)_Ulbr.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pycnoplinthus_uniflorus_(Hook._f._&_Thomson)_O.E.Schulz_(=Braya_uniflora_Hook.f._&_Thomson),Brassicaceae,Angiosperm,Dicot,Herb,NE,Perennial
Pycreus_flavescens_(L.)_Reichb.,Cyperaceae,Angiosperm,Monocot,Herb,NE,Annual
Pyrola_rotundifolia_L.,Ericaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_arvensis_L._(=Ranunculus_fernandezii_Blatt.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Annual
Ranunculus_aucheri_Boiss.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_bikramii_Aswal_&_Mehrotra,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_brotherusii_Freyn,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_brotherusii_Freyn_var._tanguticus_(Maxim.)_Tamura_(=Ranunculus_tanguticus_(Maxim.)_Ovcz.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_chaerophyllos_L.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_distans_D.Don_(_=Ranunculus_laetus_Wall._ex_D.Don),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_flavidus_(Hand._-Mazz.)_C.D.K._Cook_(=Batrachium_flavidum_Hand._-_Mazz.),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Annual
Ranunculus_glacialiformis_Hand._-Mazz.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_hirtellus_Royle,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_hyperboreus_Rottb._(=Ranunculus_hyperboreus_var._multifidus_(G.Don)_Hook.f._&_Thomson),Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
Ranunculus_longicaulis_Ledeb._ex_A.Spreng.,Ranunculaceae,Angiosperm,Dicot,Herb,NE,Perennial
