Name of taxa,Family,Plant group,PresenceInData,"Plant
Cardamine_macrophylla Willd._subsp. macrophylla_Willd. (=Cardamine_macrophylla Willd_var. lobata Hook.f._& T.Anderson),Brassicaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Minimarg,
Nubra valley,
Drass","4761-SAZ,
11219-
KASH",,
Carduus edelbergii_Rech.f.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Nubra valley,
Drass,
Lamayuru","4607-SAZ,
32853-
KASH",,
Carduus nutans L.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass, Kargil","6823-SAZ,
32441-
KASH",,
Carex alatauensis_S.R.Zhang_(=Kobresia humilis_(C.A.Mey. ex_Trautv.) Serg.),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Kargil, Turtuk,
Cholichugi","6884-SAZ,
16723-
KASH",,
Carex atrofusca_Schkuhr,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Leh,__,,
Carex bistaminata_(W.Z.Di &_M.J.Zhong)_S.R.Zhang,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Noyma, Loma",__,,
Carex borii Nelmes_(=Carex borii_Nelmes. f. lutea_R.R.Stewart),Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Sapi, Chang
La, Zanaskar
valley","4916-SAZ,
17612-
KASH",,
Carex canescens L._subsp. canescens L.,Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,Lamayuru,__,,
Carex capillifolia_(Decne.) S.R.Zhang_(=Kobresia_capillifolia (Decne.)_C.B.Clarke),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley","36271-
KASH",,
Carex cercostachys_Franch.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Pang, Meroo,
Nubra valley","10421-
KASH",,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Carex coninux_(F.T.Wang &_Tang) S.R.Zhang_(=Kobresia_karakorumensis_DickorÃ©),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Kargil,__,v,
Carex cruenta Nees,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley","4917-SAZ,
21829-
KASH",,
Carex deasyi_(C.B.Clarke) O.Yano_& S.R.Zhang_(=Kobresia_pamiroalaica_Ivanova),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass, Nubra
valley, Hemis
National Park","6888-SAZ,
15325-
KASH",,
Carex diluta M.Bieb.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley","4919-SAZ,
20367-
KASH",,
Carex divisa Huds._(=Carex divisa Huds._var. curta Gray),Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Drass, Batalik","4920-SAZ,
32487-
KASH",,
Carex haematostoma_Nees (=Carex_haematostoma Nees._var. submacrogyna_Kuk.),Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,Nubra valley,"4921-SAZ,
32190-
KASH",,
Carex heterostachya_Bunge,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Leh, Palace,
Karu, Drass","17281-
KASH",,
Carex hohxilensis_(R.F.Huang)_S.R.Zhang,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley",__,,
Carex hypsobates_Nelmes,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Budhkharbu,
Hemis, Batalik","6665-SAZ,
24361-
KASH",,
Carex infuscata Nees,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Sapi La, Chang
La, Gumri","4923-SAZ,
15668-
KASH",,
Carex karoi (Freyn)_Freyn,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Sapi, Mulbekh,
Suru valley","4924-SAZ,
10178-
KASH",,
"Carex kokanica_(Regel) S.R.Zhang_(=Kobresia royleana_(Nees) Boeckeler,_Kobresia royleana_(Nees) Boeckeler_var. kokanica Kuk.)",Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Matayan,
Nubra valley","6887-SAZ,
15235-
KASH",,
Carex maritima_Gunnerus,Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Nubra valley,
Zanaskar
valley, Danzge,
Kargyah","4926-SAZ,
15234-
KASH",,
Carex melanantha_C.A.Mey.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley,
Matayan","8007-SAZ,
10662-
KASH",,
Carex microglochin_Wahlenb.,Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Pangong,
Zanaskar
valley, Tsokar,
Rapshu","4928-SAZ,
18370-
KASH",,
Carex montis-_everesti KÃ¼k.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Kargil,__,,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Carex moorcroftii_Falc. ex Boott_(=Carex melanantha_C.A.Mey. var._moorcroftii (Falc. ex_Boott) KÃ¼k.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Nubra valley,
Zanaskar
valley,
Rangdum,
Penzi La,
Zingral","4929-SAZ,
33264-
KASH",,
Carex muricata L._subsp. muricata L._(=Carex serotina_Merat),Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Zanaskar
valley, Nubra
valley","17834-
KASH",,
Carex nigerrima_Nelmes,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Sapi, Yakza
Umba Kargil,
Sankoo","33347-
KASH",,
Carex nivalis_Boott (=Carex_luteobrunnea (Kuk.)_Nelmes),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Nubra valley,
Zanaskar
valley,
Khardung La","4932-SAZ,
26666-
KASH",,
Carex nudicarpa_(Y.C.Yang)_S.R.Zhang_(=Kobresia_macrantha_Boeckeler),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley,
Rangdum,
Drass, Nubra
valley","6706-SAZ,
15236-
KASH",,
Carex obscura Nees,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley",__,,
Carex oederi Retz._var. oederi (=Carex_philocrena v. Krecz.),Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,Ladakh,__,,
Carex oligocarya_C.B.Clarke,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Matayan Drass,__,"I, II, vI",
Carex orbicularis_Boott,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Shushal,
Zanaskar
valley, Rapshu,
Drass","4933-SAZ,
17729-
KASH",,
Carex ovoidispica_O.Yano (=Kobresia_nitens C.B.Clarke),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Matayan,
Minimarg","20081-
KASH",,
Carex pamirensis_C.B.Clarke,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley","14510-
KASH",,
Carex parva Nees,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley","39235-
KASH",,
Carex parvula_O.Yano (=Kobresia_pygmaea_(C.B.Clarke)_C.B.Clarke),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley","31972-
KASH",,
Carex plectobasis_v.I.Krecz,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley","17733-
KASH",,
Carex popovii_v.I.Krecz._subsp. popovii_v.I.Krecz. (=Carex_decaulescens_v.I.Krecz.),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,,"4918-SAZ,
20618-
KASH",,
Carex pseudobicolor_Boeckeler,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley",__,,
Carex pseudofoetida_KÃ¼k.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Rapshu,
Zanaskar
valley Kargiag,
Penzi La","4934-SAZ,
22671-
KASH",,
Carex pseudolaxa_(C.B.Clarke) O.Yano_& S.R.Zhang_(=Kobresia laxa_Nees),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley, Tangste","6885-SAZ,
33263-
KASH",,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Carex psychrophila_Nees,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley",__,,
Carex sagaensis_Y.C.Yang,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Nubra valley,
Diskit",__,,
Carex sargentiana_(Hemsl.) S.R.Zhang_(=Kobresia robusta_Maxim.),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley","6886-SAZ,
19801-
KASH",,
Carex setosa Boott,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Drass,__,,
Carex songorica Kar._& Kir.,Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Pashkum,
Drass,
Matayan","28873-
KASH",,
Carex stenophylla_Wahlenb.,Cyperaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Nubra valley,
Zanaskar
valley,
Pangong,
Rapshu","4938-SAZ,
14013-
KASH",,
Carex stenophylla_Wahlenb. subsp._stenophylloides_(v.I.Krecz.)_T.v.Egorova_(=Carex stenophylla_Wahlenb. var._longipedicellata_(Boeckeler) KÃ¼k.),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley,
Rangdum","33336-
KASH",,
Carex tristis M.Bieb.,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,,__,,
Carex unciniiformis_Boeckeler_(=Kobresia_nepalensis (Nees)_KÃ¼k.),Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Nyoma,
Rhongo",__,,
Carex vulpinaris_Nees,Cyperaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Zanaskar
valley",__,,
Carthamus tinctorius_L.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley,
Rangdum","32841-
KASH",,
Carum carvi L.,Apiaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass, Nubra
valley,
Zanaskar
valley, Skuru
Leh, Namika
La, Chang La,
Hemis Gompa,
Mulbekh, Puga
valley","4560-SAZ,
34588-
KASH",,
Cassiope fastigiata_(Wall.) D.Don,Ericaceae,Angiosperm,0,Dicot,Shrub,NE,Perennial,"Zanaskar
valley, Drass","9418-SAZ,
27019-
KASH",,
"Catabrosa aquatica_(L.) P.Beauv._(=Catabrosa_aquatica (L.)_P.Beauv. var. angusta_Stapf, Catabrosa_sikkimensis Stapf ex_Hk. F.)",Poaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,Leh,"8068-SAZ,
23719-
KASH",,
Catabrosella_himalaica (Hook._f.) Tzvelev_(=Colpodium_himalaicum (Hook._f.) Bor ),Poaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Padam
Zanaskar
valley, Gogra,
Hanle, Rhongo
Rapshu, Tsokar",6671-SAZ,,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Cenchrus_americanus (L.)_Morrone (=Setaria_glauca (L.) P.Beauv.),Poaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley","19071-
KASH",,
Cenchrus flaccidus_(Griseb.) Morrone_(=Pennisetum_flaccidum Griseb.),Poaceae,Angiosperm,0,Monocot,Herb,LC,Perennial,"Hunder, Nubra
Leh, Zanaskar
valley","16304-
KASH",,
Cenchrus orientalis_(Rich.) Morrone_(=Pennisetum_orientale Rich.),Poaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass,
Zanaskar
valley, Hunder,
Nubra valley,
Diskit","14797-
KASH",,
Centaurea cineraria_L. subsp. cineraria_L.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Nubra valley,
Kargil, Leh,
Padum",__,,
Centaurea cyanus L.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Kargil, Turtuk","4611-SAZ,
12871-
KASH",,
Centaurea depressa_M.Bieb.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Drass, Kargil,
Leh","4612-SAZ,
10091-
KASHI, II,
III, Iv, vI",,
Centaurium_pulchellum (Sw.)_Druce,Gentianaceae,Angiosperm,0,Dicot,Herb,LC,Annual,"Nubra valley,
Diskit",5030-SAZ,,
Centaurium_pulchellum_(Sw.) Druce var._altaicum (Griseb.)_Kitag. & H.Hara_(=Centaurium_meyeri Druce),Gentianaceae,Angiosperm,0,Dicot,Herb,NE,Annual,Ladakh,__,,
Cerastium alpinum_L.,Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil,
Minimarg",4832-SAZ,,
Cerastium_cerastoides (L.)_Britton (=Dichodon_cerastoides (L.)_Rchb.),Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley,
Khardung
La, Sangrah,
Panikhar,
Padum","4833-SAZ,
32292-
KASH",,
Cerastium fontanum_Baumg.,Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Leh, Zanaskar
valley, Padum","4834-SAZ,
32386-
KASHâ€™",,
Cerastium fontanum_Baumg. subsp._grandiflorum_(Hamilt. ex D.Don)_H.Hara (=Cerastium_vulgatum L. var._grandiflora (Don)_Edgew. & Hook.f),Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Annual,Ladakh,__,,
Cerastium_glomeratum Thuill._subsp. glomeratum_Thuill.,Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Kargil,
Rangdum","4835-SAZ,
25847-
KASH",,
Cerastium_holosteoides Fr.,Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Tso Moriri,
Leh","30561-
KASH",,
Cerastium pusillum_Ser.,Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Chang La,",4836-SAZ,,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Chaerophyllum_reflexum Lindl. var._acuminatum (Lindl.)_Hedge & Lamond_(=Chaerophyllum_acuminatum Lindl.),Apiaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Nubra valley,
Zanaskar
valley, Padum,
Batalik,
Panikhar,
Hanle","4784-SAZ,
30557-
KASH",,
Chaerophyllum_villosum Wall. ex_DC.,Apiaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley","4803-SAZ,
37018-
KASH",,
Chamaerhodos_sabulosa Bunge,Rosaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Chang La,
Nubra valley","18450-
KASH",,
"Chenopodiastrum_hybridum (L.)_S.Fuentes,_Uotila & Borsch_(=Chenopodium_hybridum L.)",Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Kargil,
Sankoo,
Sangrah,
Diskit, Turtuk","4522-SAZ,
9618-
KASH",,
"Chenopodiastrum_murale (L.)_S.Fuentes,_Uotila & Borsch_(=Chenopodium_murale L.)",Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Kargil city,
Sankoo, Nubra
valley, Padum,
Turtuk, Leh","4525-SAZ,
35314-
KASH",,
Chenopodium album_L.,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Sankoo,
Padum,
Turtuk, Kargil,
Zanaskar
valley, Leh,
Karu, Pangong,
Skuru,
Khardung La","4519-SAZ,
30592-
KASH",,
Chenopodium_album L. var. album_(=Chenopodium_strictum Roth),Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Pangong,
Drass","6825-SAZ,
17812-
KASH",,
Chenopodium_ficifolium Sm.,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Zanaskar
valley, Kargil,
Panikhar,
Drass,
Pandrass,
Parkachik,
Sapi, Mulbekh,
Lamayuru,
Diskit","4520-SAZ,
30069-
KASH",,
Chenopodium karoi_(Murr) Aellen,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Sankoo, Baroo,
Kargil","4523-SAZ,
35315-
KASH",,
Chenopodium_novopokrovskyanum_(Aellen) Uotila,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,Drass,__,,
Chenopodium_opulifolium Schrad._ex W.D.J.Koch &_Ziz (=Chenopodium_opulifolium Schrad._ex W.D.J.Koch &_Ziz subsp. orientale_Murr),Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Zanaskar
valley, Batalik,
Chiktan,
Hunder,
Nubra valley,
Pangong","4527-SAZ,
26536-
KASH",,
Chenopodium_pamiricum Iljin,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Sapi, Kargil","4528-SAZ,
17561-
KASH",,
Chenopodium_tibeticum A.J.Li,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Kargil Turtuk,
Leh",4533-SAZ,,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Chenopodium_vulvaria L.,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Shushal,
Zanaskar
valley
Rangdum,
Drass,
Matayan","6668-SAZ,
10862-
KASH",,
Cherleria biflora_(L.) A.J.Moore &_Dillenb. (=Minuartia_biflora (L.) Schinz &_Thell.),Caryophyllaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Nyoma,
Kistmang","22839-
KASH",,
Chesneya cuneata_(Benth.) Ali_(=Caragana cuneata_(Benth.) Baker),Fabaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass,
Zanaskar
valley,
Chiktan,
Hanupata,
Skuru Leh,
Lamayuru,
Fatu La,
Namika La,
Sankoo","4996-SAZ,
38058-
KASH",,
Chesneya popovii_Kamelin & Yakovlev,Fabaceae,Angiosperm,0,Dicot,Shrub,NE,Perennial,"Sangrah, Kanji,
Nubra valley",4997-SAZ,,
Chloris virgata Sw.,Poaceae,Angiosperm,0,Monocot,Herb,NE,Annual,"Rapshu, Hanle,
Diskit, Nubra
valley","6669-SAZ,
34679-
KASH",,
Chondrilla graminea_M.Bieb.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Drass,
Zanaskar
valley, Penzi
La","7928-
KASH",,
Chorispora_macropoda Trautv.,Brassicaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Mushkoo,
Sankoo","4806-SAZ,
6164-
KASH",,
Chorispora sabulosa_Cambess.,Brassicaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley,
Panikhar,
Parkachik,
Drass","4762-SAZ,
32751-
KASH",,
Chorispora sibirica_(L.) DC.,Brassicaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass, Kargil","32617-
KASH",,
Chorispora tenella_(Pallas) DC.,Brassicaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass,
Parkachik,
Rangdum,
Nubra valley","4764-SAZ,
24036-
KASH",,
Christolea_crassifolia Cambess.,Brassicaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley,
Pangong,
Drass, Batalik,
Namika La,
Lamayuru,
Diskit","4765-SAZ,
32248-
KASH",,
Chrysanthemum_indicum L.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Leh, Kargil",4613-SAZ,,
Chrysopogon gryllus_Trin. (=Chrysopogon_gryllus Trin. subsp._echinulatus (Nees)_Cope),Poaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Kargil,"17699-
KASH",,
Cicer arietinum L.,Fabaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Diskit, Lallung","4998-SAZ,
30476-
KASH",,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Cicer microphyllum_Benth.,Fabaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Sangrah,
Chiktan,
Hagnis,
Hambantung
La, Skuru
Leh, Lallung,
Chang La,
Drass, Batalik,
Padum,
Parkachik","4566-SAZ,
30692-
KASH",,
Cicerbita benthamii_(C.B.Clarke) Roohi_Bano & Qaiser_(=Askellia benthamii_(C.B.Clarke)_Sennikov),Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley","6854-SAZ,
17289-
KASH",,
Cichorium calvum_Sch.Bip. ex Asch.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Pangong,
Luknak,
Tangste,
Durbuk",__,,
Cichorium intybus L.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Chiktan,
Baroo, Turtuk,
Kargil DC
office,",4614-SAZ,,
Cirsium arvense_(L.) Scop. (=Breea_arvensis (L.) Less.),Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass, Nubra
valley,
Chiktan,
Skuru Leh,
Shey, Hanle,
Rhongo,
Alchi, Suspol,
Rangdum
Gompa,
Turtuk,
Pangong,
Kargil, Batalik","4615-SAZ,
29053-
KASH",,
Cirsium wallichii_DC.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil, Leh,
Drass","4616-SAZ.
15484-
KASH",,
Citrullus lanatus_(Thunb.) Matsum. &_Nakai,Cucurbitaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Drass,
Zanaskar
valley,
Rangdum",6670-SAZ,,
Cleistogenes_songorica (Roshev.)_Ohwi (=Kengia_mutica (Keng)_Packer),Poaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,Drass,6827-SAZ,,
Clematis barbellata_Edgew,Ranunculaceae,Angiosperm,0,Dicot,Climber,NE,Perennial,Shushal,__,,
Clematis grata Wall.,Ranunculaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil, Leh,
Panikhar","32942-
KASH",,
Clematis ladakhiana_Grey-Wilson,Ranunculaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Pangong,
Nubra valley,
Mulbekh,
Kargil,
Parkachik","6183-SAZ,
32390-
KASH",,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Clematis orientalis_L.,Ranunculaceae,Angiosperm,0,Dicot,Shrub,NE,Perennial,"Nubra valley,
Zanaskar
valley,
Pangong,
Skuru Leh,
Drass, Nyoma,
Loma,
Chushul,
Hunder,
Sankoo","6184-SAZ.
30957-
KASH",,
Clematis tangutica_(Maxim.) Korsh.,Ranunculaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Pangong,
Nubra valley,
Mulbekh","6185-SAZ,
44877-
KASH",,
Codonopsis_clematidea (Schrenk)_C.B.Clarke,Campanulaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley,
Chiktan,
Hagnis,
Padum, Abran,
Panikhar","46278-
KASH",,
Codonopsis ovata_Benth.,Campanulaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kharbu,
Mulbekh,
Skuru Leh ,
Nubra valley,
Parkachik,
Sankoo,
Panikhar","4813-SAZ,
33287-
KASH",,
Codonopsis_rotundifolia Benth.,Campanulaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Gumri, Drass,
Nubra valley,
Panikhar","4814-SAZ,
29068-
KASH",,
Colchicum luteum_Baker.,Liliaceae,Angiosperm,0,Monocot,Herb,NE,Perennial,"Drass, Chiktan,
Kargil","5112-SAZ,
33138-
KASH",,
Colutea nepalensis_Sims,Fabaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil, Leh","31311-
KASH",,
Comastoma falcatum_(Turcz.) Toyok.,Gentianaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Druk, Hunder,
Asthana",5031-SAZ,,
Comastoma_pseudopulmonarium_Omer,Gentianaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Panikhar,
Phang, Rumtse","5033-SAZ,
44899-
KASH",,
"Conioselinum_tataricum Hoffm._(=Selinum_papyraceum_C.B.Clarke,_Conioselinum_papyraceum_(C.B.Clarke)_Pimenov &_Kljuykov)",Apiaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Zanaskar
valley","6339-SAZ,
38074-
KASH",,
Convolvulus arvensis_L.,Convolvulaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil, Drass,
Hemis, Padum","4888-SAZ,
37096-
KASH",,
Coreopsis tinctoria_Nutt.,Asteraceae,Angiosperm,0,Dicot,Herb,NE,Annual,Chumathang,__,,
Coriandrum sativum_L.,Apiaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Kargil, Leh","4563-SAZ,
31718-
KASH",,
Corispermum_pamiricum Iljin,Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Pangong Lake,
Rupshu, Meroo",6855-SAZ,,
Corispermum_tibeticum Iljin_(=Corispermum_ladakhianum Grey-_Wilson & Wadhwa),Amaranthaceae,Angiosperm,0,Dicot,Herb,NE,Annual,"Nubra valley,
Hunder, Turtuk",6831-SAZ,,
Name of taxa,Family,Plant group,0,"Plant
sub-
group",Habit,"IUCN
Status",Lifespan,Locality,"Voucher/
Accession
No.",,
Corydalis_adiantifolia Hook._f. & Thomson var._heterocarpa Jafri,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil, Sapi,
Panikhar,
Sankoo, Nubra
valley, Hunder",6672-SAZ,,
Corydalis_adiantifolia Hook.f._& Thomson,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil,
Budhkharbu","8075-SAZ,
32093-
KASH",,
Corydalis clarkei_Prain,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Hulyal,
Pandrass,
Drass",6008-SAZ,,
Corydalis cornuta_Royle (=Corydalis_stewartii Fedde),Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Kargil,
Panikhar","20586-
KASH",,
Corydalis crassifolia_Royle (=Corydalis_crassissima Camb.),Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Drass,
Zanaskar
valley,
Chiktan,
Kukarchay,
Gumri","6009-SAZ,
26841-
KASH",,
Corydalis_crithmifolia Royle,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,Kargil,6832-SAZ,,
Corydalis diphylla_Wall.,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Nubra valley,
Drass, Shyok
valley, Leh","6673-SAZ,
36271-
KASH",,
Corydalis elegans_Wall. ex Hook.f. &_Thomson,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Mulbekh,
Kargil",6674-SAZ,,
Corydalis falconeri_Hook.f.,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Lamayuru,
Mulbekh",__,,
Corydalis filiformis_Royle,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Lochum,
Wakha, Ladoo","8836-SAZ,
35210-
KASH",,
Corydalis flabellata_Edgew.,Papaveraceae,Angiosperm,0,Dicot,Herb,NE,Perennial,"Changthang,
Phokar Zong
Leh, Namik La","6012-SAZ,
3452-
KASH",,
