Species,Cover_percent
Morina_coulteriana,5
Stachys_tibetica,4
Rosa_webbiana,5
Euphorbia_tibetica,1
Hippophae_rhamnoides,7
Nepeta_floccosa,1
Dianthus_anatolicus,0.1
Acontholimon_lycopodiodes,1
Artemisia_salsoloides,3
Artemisia_brevifolia,6
Rhamnus_prostrata,2
Oxytropis_tatarica,1
Gypsophila_sedifolia,1
Minuartia_foliosa,1
Campanula_pallida_var._tibetica,1
