Species,Cover_percent
Delphinium_cashmerianum,2.5
Gentinanella_moorcroftiana,1
Epilobium_angustifolium,30
Rhodiola_heterodonta,2
Hippolytia_senecionis,7
Salix_karnelii,15
Rheum_webbianum,2
Nepeta_discolor,2
Allium_carolinianum,2
Aconitum_rotundifolium,1
Poa_attenuata,25
Astragalus_candolleanus,1
Leontopodium_souliei,4
Potentilla_atrosanguinea_var._argyrophylla,7
Artemisia_brevifolia,2
Thalictrum_foetidum,0.5
Lindelofia_stylosa,1
Carex_melanantha,5
Hylotelephium_ewersii,3
