Species,Cover_percent
Myricaria_germanica,20
Hippophae_rhamnoides,35
Taraxacum_officinale,5
Conioselinum_vaginatum,4
Oxytropis_glabra,4
Inula_rhizocephala,1
Nepeta_glutinosa,2
Geranium_regelii,2
Calamagrostis_holciformis,5
Salix_pynostachya,12
Elymus_repens,4
Arenaria_serpyllifolia,1
Morina_coulteriana,1
Plantago_depressa,4
Calamagrostis_pseudophragmites,3
Oxytropis_tatarica,1
Astragalus_rhizanthus,1
