Species,Cover_percent
Astragalus_rhizanthus,1
Lindelofia_anchusoides,10
Thymus_linearis,6
Rosa_webbiana,12
Aconogonon_tortuosum,20
Lonicera_asperifolia,8
Cicer_microphyllum,10
Artemisia_dracunculus,25
Nepeta_discolor,4
Piptatherum_laterale,12
Oryzopsis_sp,20
Scorzonera_virgata,1
Polygonum_biaristatum,8
