Species,Cover_percent
Ephedra_geradiana,40
Lindelofia_stylosa,2
Astragalus_oplites,4
Oxytropis_glabra,4
Elymus_repens,3
Scorzonera_virgata,1
Scrophularia_koelzii,2
Elymus_dahuricus,4
Lonicera_asperifolia,15
Heracleum_pinnatum,2
Haloxylon_thomsonii,1
