Species,Cover_percent
Acantholimon_lycopodioides,20
Cousinia_thomsonii,12
Aconogonon_tortuosum,10
Minuartia_foliosa,2
Elymus_jacquemontii,2
Kobresia_royleana,4
Scorzonera_virgata,1
Oxyropis_tatarica,2
Elymus_cognatus,2
Cirsium_arvense,2
Polygonum_molliiforme,1
Sibbaldianthe_bifurca,0.5
