Species,Cover_percent
Euphorbia_thomsoniana,12
Eritrichium_canum,1
Cirsium_arvense,2
Aconogonum_tortuosum,5
Silene_moorcroftiana,8
Polygonum_paronychioides,6
Senecio_chrysanthemoides,2
Minuartia_foliosa,3
Acantholimon_lycopodioides,4
Ferula_jaeschkeana,5
Piptatherum_laterale,5
