Species,Cover_percent
Cicer_microphyllum,10
Aconogonon_tortuosum,20
Cousinia_thomsonii,6
Astragalus_oplites,2
Acantholimon_lycopodioides,12
Elymus_jacquemontii,1
Trisetum_spicatum,2
Pedicularis_rhinanthoides,0.1
Crucihimalaya_mollissima,0.1
Polygonum_molliiforme,2
Eremogone_griffithii,1
Leontopodium_ochroleucum,0.5
