Species,Cover_percent
Rosa_webbiana,1
Artemisia_salsoloides,60
Lindelofia_anchusoides,3
Stachys_tibetica,2
Scorzonera_virgata,1
Taraxacum_officinale,1
Dysphania_botrys,1
Filago_arvensis,1
Eritrichium_patens,1
Heracleum_pinnatum,1
Astragalus_falconeri,2
Bassia_prostrata,1
Polygonum_molliiforme,0.5
Crucihimalaya_mollissima,0.5
