Species,Cover_percent
Aconogonon_tortuosum,25
Cicer_microphyllum,12
Ephedra_gerardiana,15
Astragalus_rhizanthus,3
Thymus_linearis,10
Piptatherum_laterale,5
Nepeta_discolor,5
Artemisia_dracunculus,5
Crepidiastrum_tenuifolium,5
