Species,Cover_percent
Thymus_linearis,7
Astragalus_rhizanthus,2
Tanacetum_gracile,6
Artemisia_salsoloides,16
Psychrogeton_adryaloides,1
Nepata_leucolaena,7
Rosa_webbiana,5
Euphorbia_tibetica,1
Lindelofia_stylosa,3
Aconogonum_tortuosum,1
Piptatherum_laterale,6
Polygonum_paronychioides,2
Scorzonera_virgata,2
Carex_stenophylla,5
Dianthus_anatolicus,1
Artemisia_scorparia,5
