Species,Cover_percent
Euphorbia_thomsoniana,10
Heracleum_pinnatum,1
Eritrichium_canum,4
Silene_moorcroftiana,8
Polygonum_paronychioides,1
Astragalus_oplites,1
Aconogonum_tortuosum,7
Rosa_webbiana,5
Piptatherum_laterale,2
Senecio_chrysanthemoides,2
Cicer_microphyllum,3
Elymus_cognatus,1
Melica_persica,0.5
