Species,Cover_percent
Bistorta_affinis,20
Acantholimon_lycopodioides,10
Aconogonon_tortuosum,5
Leontopodium_ochroleucum,15
Taraxacum_officinale,1
Minuartia_foliosa,12
Cousinia_thomsonii,3
Geranium_regelii,1
