Species,Cover_percent
Astragalus_rhizanthus,10
Scorzonera_virgata,6
Piptatherum_gracile,20
Thymus_linearis,7
Silene_moorcroftiana,5
Arnebia_euchroma,0.1
Psychrogeton_andryaloides,2
Elymus_cognatus,15
Poa_sterilis,5
Astragalus_oplites,2
