Species,Cover_percent
Cousinia_thomsonii,7
Astrgalus_oplites,30
Nepeta__discolor,10
Polygonum_paronychioides,10
Lindelofia_stylosa,20
Polygonum_rottboellioides,2
Silene_rechingeri,10
Verbascum_thapsus,2
Elymus_sp.,20
Scorzonera_virgata,5
Eritrichium_spathulatum,1
