Species,Cover_percent
Plantago_lanceolata,2
Cicer_microphyllum,4
Hylotelephium_ewersii,1
Trisetum_spicatum,2
Aconogonon_tortuosum,8
Artemisia_kargilensis,12
Geranium_regelii,1
Potentilla_desertorum,2
Lindelofia_stylosa,2
Astragalus_rhizanthus,2
Bistorta_affinis,8
Lonicera_asperifolia,12
Thymus_linearis,3
Polygonum_biaristatum,1
Rheum_webbianum,1
Hippolytia_senecionis,0.5
