Species,Cover_percent
Prangos_pabularia,35
Artemisia_brevifolia,30
Lindelofia_stylosa,5
Rosa_webbiana,3
Ferula_jaeschkeana,3
Chorispora_sabulosa,1
Polygonum_polycnemoides,2
