Species,Cover_percent
Artemisia_brevifolia,35
Heracleum_pinnatum,5
Minuartia_foliosa,1
Matthiola_chorassanica,2
Lactuca_orientalis,2
Ephedra_intermedia,4
Polygonum_paronychioides,1
Thymus_linearis,3
Stipa_himalaica,5
Scrophularia_koelzii,2
Trigonella_gracilis,1
Orobanche_cernua,0.5
