Species,Cover_percent
Aconogonon_tortuosum,15
Potentilla_sojakii,6
Ephedra_geradiana,8
Verbascum_thapsus,1
Lonicera_asperifolia,5
Artemisia_salsoloides,4
Thymus_linearis,3
Polygonum_polycnemoides,0.1
